id,filtered_words,features,label_index
F082,"hoax, confirmed, sources, attorney, edge, quite., level","(200,[23,53,78,99,121,177,188],[0.6753425559264385,2.7200985396183848,4.830311739964974,4.270695952029551,2.4789364828014966,2.4324164671666035,0.6520856937621714])",0.0
F187,"miracle, drug, confirmed, sources, make, ago, record, center","(200,[23,56,60,80,96,125,147,188],[0.6753425559264385,2.7826188965997183,2.849310271098391,4.270695952029551,3.577548771469606,2.920769235080536,2.2276220545205905,0.6520856937621714])",0.0
F027,"miracle, drug, confirmed, sources, turn, dream, responsibility, painting, remember.","(200,[23,34,49,56,60,86,102,166,188],[0.6753425559264385,3.3262343431887,3.172083663361442,2.7826188965997183,2.849310271098391,2.2276220545205905,3.2208738275308737,3.5085558999826545,0.6520856937621714])",0.0
F202,"hoax, confirmed, sources, however, effort, staff, late, leader., early","(200,[23,24,79,92,95,111,126,177,188],[0.6753425559264385,3.577548771469606,3.8187108282864943,2.2847804683605393,3.914021008090819,4.830311739964974,3.6516567436233283,2.4324164671666035,0.6520856937621714])",0.0
F197,"secret, cure, confirmed, sources, drug, nation, medical","(200,[14,23,60,68,92,147,188],[3.2208738275308737,0.6753425559264385,2.849310271098391,3.3262343431887,2.2847804683605393,2.2276220545205905,0.6520856937621714])",0.0
R128,"new, report, climate, change, attorney, forget, tv, interesting, better","(200,[21,34,53,105,143,146,147,185,187],[2.60568818844064,3.3262343431887,2.7200985396183848,0.6871770135734415,2.579019941358479,3.0811118851557153,2.2276220545205905,0.6871770135734415,2.60568818844064])",1.0
F157,"government, cover-up, confirmed, sources, keep, concern, father., seat","(200,[13,23,47,59,132,168,188,194],[2.6330871626287546,0.6753425559264385,2.8844015909096608,2.6330871626287546,2.409943611314545,3.4440173788450834,0.6520856937621714,3.5085558999826545])",0.0
F117,"hoax, confirmed, sources, power, consider, case, heavy, specific.","(200,[23,56,64,112,142,149,177,188],[0.6753425559264385,2.7826188965997183,3.6516567436233283,3.2721671219184243,2.4324164671666035,4.019381523748645,2.4324164671666035,0.6520856937621714])",0.0
F173,"secret, cure, confirmed, sources, place, economy, performance, glass, recognize.","(200,[17,23,92,132,147,151,181,188,190],[2.997730276216664,0.6753425559264385,2.2847804683605393,2.409943611314545,2.2276220545205905,3.8187108282864943,4.607168188650764,0.6520856937621714,3.0811118851557153])",0.0
F024,"aliens, confirmed, sources, within, system, make, bar, different, partner.","(200,[17,23,50,83,125,132,188,190,196],[2.997730276216664,0.6753425559264385,2.661258039595451,3.914021008090819,2.920769235080536,2.409943611314545,0.6520856937621714,3.0811118851557153,3.6516567436233283])",0.0
F096,"celebrity, scandal, confirmed, sources, question, world","(200,[23,86,121,147,160,188],[0.6753425559264385,2.2276220545205905,2.4789364828014966,2.2276220545205905,3.2721671219184243,0.6520856937621714])",0.0
R247,"new, report, public, health, participant, security, main, bring","(200,[5,34,37,57,105,170,185,196],[2.8154087194227095,3.3262343431887,3.914021008090819,3.172083663361442,0.6871770135734415,2.8844015909096608,0.6871770135734415,3.6516567436233283])",1.0
F226,"government, cover-up, confirmed, sources, support, thing, big, seem, choice.","(200,[13,17,23,48,57,59,179,188],[2.6330871626287546,2.997730276216664,0.6753425559264385,4.019381523748645,3.172083663361442,2.6330871626287546,3.8187108282864943,1.3041713875243428])",0.0
F100,"flat, earth, confirmed, sources, may, last, tax, discover, give","(200,[23,76,118,160,170,183,187,188,189],[0.6753425559264385,2.1561630905384455,3.0385522707369192,3.2721671219184243,2.8844015909096608,3.914021008090819,2.60568818844064,0.6520856937621714,3.6516567436233283])",0.0
F246,"government, cover-up, confirmed, sources, wonder, region, car, kind., suddenly","(200,[13,23,59,74,123,159,181,184,188],[2.6330871626287546,0.6753425559264385,2.6330871626287546,3.7316994512968646,3.5085558999826545,3.8187108282864943,4.607168188650764,2.60568818844064,0.6520856937621714])",0.0
F183,"aliens, confirmed, sources, year, hour, difficult","(200,[23,50,99,112,127,188],[0.6753425559264385,2.661258039595451,4.270695952029551,3.2721671219184243,3.5085558999826545,0.6520856937621714])",0.0
R063,"new, report, policy, republican, simply, certainly., pay, education","(200,[16,19,42,97,105,130,142,185],[3.2208738275308737,4.019381523748645,4.019381523748645,3.383392757028649,0.6871770135734415,2.2847804683605393,2.4324164671666035,0.6871770135734415])",1.0
R005,"new, report, election, information, beat, include, red, agreement, better","(200,[13,52,105,132,143,153,169,185,190],[2.6330871626287546,3.172083663361442,0.6871770135734415,2.409943611314545,2.579019941358479,3.6516567436233283,4.42484663185681,0.6871770135734415,3.0811118851557153])",1.0
R084,"new, report, election, company, job, student, kid, course, allow","(200,[35,52,105,123,132,136,142,157,185],[3.3262343431887,3.172083663361442,0.6871770135734415,3.5085558999826545,2.409943611314545,3.8187108282864943,2.4324164671666035,3.383392757028649,0.6871770135734415])",1.0
R124,"new, report, education, media, particular, quality, stuff., movie, less","(200,[9,25,39,105,106,130,184,185,195],[3.3262343431887,4.830311739964974,5.117993812416755,0.6871770135734415,3.4440173788450834,2.2847804683605393,2.60568818844064,0.6871770135734415,4.42484663185681])",1.0
R118,"new, report, research, born, investment, idea, everybody, should., without","(200,[32,43,105,120,145,158,161,162,185],[2.6330871626287546,3.7316994512968646,0.6871770135734415,2.60568818844064,5.117993812416755,3.0811118851557153,3.914021008090819,3.8187108282864943,0.6871770135734415])",1.0
F001,"aliens, confirmed, sources, board, maybe, account, knowledge., ability","(200,[5,18,23,50,54,81,187,188],[2.8154087194227095,4.270695952029551,0.6753425559264385,2.661258039595451,3.914021008090819,2.3045830956567186,2.60568818844064,0.6520856937621714])",0.0
F007,"immortal, jellyfish, confirmed, sources, ten, often, woman, eye, learn","(200,[7,23,66,76,85,141,163,167,188],[3.7316994512968646,0.6753425559264385,2.4324164671666035,2.1561630905384455,3.4440173788450834,3.2208738275308737,3.4440173788450834,3.0385522707369192,0.6520856937621714])",0.0
F046,"mind, control, confirmed, sources, series, every, thank., seem, great","(200,[8,23,63,81,150,184,188,198],[2.5530444549552183,0.6753425559264385,3.6516567436233283,2.3045830956567186,3.2208738275308737,2.60568818844064,1.3041713875243428,3.8187108282864943])",0.0
R103,"new, report, research, stop, born, within, break, feel., plan","(200,[17,32,68,82,105,123,145,185,196],[2.997730276216664,2.6330871626287546,3.3262343431887,4.270695952029551,0.6871770135734415,3.5085558999826545,5.117993812416755,0.6871770135734415,3.6516567436233283])",1.0
R037,"new, report, budget, report, board, reason, chair, manage","(200,[54,81,83,105,144,185,191],[3.914021008090819,2.3045830956567186,3.914021008090819,1.374354027146883,2.38796470459577,0.6871770135734415,2.209272915852394])",1.0
F193,"secret, cure, confirmed, sources, site, source, in., individual","(200,[14,23,91,92,121,136,147,188],[3.2208738275308737,0.6753425559264385,3.383392757028649,2.2847804683605393,2.4789364828014966,3.8187108282864943,2.2276220545205905,0.6520856937621714])",0.0
R166,"new, report, election, treat, population., operation, cause","(200,[105,116,122,132,150,185,199],[0.6871770135734415,3.383392757028649,3.172083663361442,2.409943611314545,3.2208738275308737,0.6871770135734415,4.607168188650764])",1.0
F017,"immortal, jellyfish, confirmed, sources, drop, ball, you., rock","(200,[4,23,66,76,92,174,177,188],[3.3262343431887,0.6753425559264385,2.4324164671666035,2.1561630905384455,2.2847804683605393,3.8187108282864943,2.4324164671666035,0.6520856937621714])",0.0
R008,"new, report, economic, growth, miss, baby, analysis","(200,[71,96,105,120,144,148,185],[3.172083663361442,3.577548771469606,0.6871770135734415,2.60568818844064,2.38796470459577,3.7316994512968646,0.6871770135734415])",1.0
F071,"celebrity, scandal, confirmed, sources, continue, light, ever, others","(200,[23,86,120,121,140,143,188,194],[0.6753425559264385,2.2276220545205905,2.60568818844064,2.4789364828014966,3.577548771469606,2.579019941358479,0.6520856937621714,3.5085558999826545])",0.0
F028,"mind, control, confirmed, sources, south, team, radio, conference, language","(200,[8,16,23,57,68,86,116,184,188],[2.5530444549552183,3.2208738275308737,0.6753425559264385,3.172083663361442,3.3262343431887,2.2276220545205905,3.383392757028649,2.60568818844064,0.6520856937621714])",0.0
F227,"immortal, jellyfish, confirmed, sources, remain, doctor, nor., language, talk","(200,[5,23,39,66,76,116,125,177,188],[2.8154087194227095,0.6753425559264385,5.117993812416755,2.4324164671666035,2.1561630905384455,3.383392757028649,2.920769235080536,2.4324164671666035,0.6520856937621714])",0.0
R200,"new, report, public, health, international, every, within, charge, individual","(200,[5,12,14,17,81,105,170,185,188],[2.8154087194227095,4.137164559405029,3.2208738275308737,2.997730276216664,2.3045830956567186,0.6871770135734415,2.8844015909096608,0.6871770135734415,0.6520856937621714])",1.0
R225,"new, report, climate, change, remember, two, memory, pull, seat","(200,[21,47,85,105,128,141,185,187,197],[2.60568818844064,2.8844015909096608,3.4440173788450834,0.6871770135734415,2.8844015909096608,3.2208738275308737,0.6871770135734415,2.60568818844064,3.8187108282864943])",1.0
R062,"new, report, budget, report, response, west., ever","(200,[45,105,185,187,191,194],[3.6516567436233283,1.374354027146883,0.6871770135734415,2.60568818844064,2.209272915852394,3.5085558999826545])",1.0
F033,"hoax, confirmed, sources, positive, expert, seven, tell, account, firm","(200,[1,23,50,94,114,177,187,188],[3.914021008090819,0.6753425559264385,5.322516079190902,3.577548771469606,4.019381523748645,2.4324164671666035,2.60568818844064,0.6520856937621714])",0.0
F012,"hoax, confirmed, sources, seem, street, next, maybe, firm, home","(200,[18,23,73,84,94,165,177,188],[4.270695952029551,0.6753425559264385,3.383392757028649,4.019381523748645,3.577548771469606,4.270695952029551,2.4324164671666035,1.3041713875243428])",0.0
R121,"new, report, research, specific, ball, third, treatment.","(200,[32,59,92,105,143,171,185],[2.6330871626287546,2.6330871626287546,2.2847804683605393,0.6871770135734415,2.579019941358479,4.830311739964974,0.6871770135734415])",1.0
F210,"aliens, confirmed, sources, weight, scene, reason, site., traditional, foot","(200,[4,23,44,48,50,86,90,144,188],[3.3262343431887,0.6753425559264385,3.172083663361442,4.019381523748645,2.661258039595451,2.2276220545205905,3.914021008090819,2.38796470459577,0.6520856937621714])",0.0
F151,"hoax, confirmed, sources, shoulder, produce, commercial, price, necessary, before.","(200,[23,43,48,96,138,156,177,179,188],[0.6753425559264385,3.7316994512968646,4.019381523748645,3.577548771469606,4.830311739964974,3.2208738275308737,2.4324164671666035,3.8187108282864943,0.6520856937621714])",0.0
F099,"secret, cure, confirmed, sources, wall, side, company, sister, town","(200,[4,23,92,115,121,142,147,181,188],[3.3262343431887,0.6753425559264385,2.2847804683605393,3.914021008090819,2.4789364828014966,2.4324164671666035,2.2276220545205905,4.607168188650764,0.6520856937621714])",0.0
R090,"new, report, technology, breakthrough, best, measure, family, write, simple.","(200,[5,20,45,81,97,105,128,163,185],[2.8154087194227095,2.661258039595451,3.6516567436233283,2.3045830956567186,3.383392757028649,0.6871770135734415,2.8844015909096608,3.4440173788450834,0.6871770135734415])",1.0
R125,"new, report, budget, report, act, relationship, speech, indeed","(200,[60,102,105,128,134,185,191],[2.849310271098391,3.2208738275308737,1.374354027146883,2.8844015909096608,3.6516567436233283,0.6871770135734415,2.209272915852394])",1.0
R091,"new, report, climate, change, main, specific, walk, word., play","(200,[6,21,37,59,105,142,173,185,187],[3.4440173788450834,2.60568818844064,3.914021008090819,2.6330871626287546,0.6871770135734415,2.4324164671666035,3.8187108282864943,0.6871770135734415,2.60568818844064])",1.0
R157,"new, report, climate, change, degree, assume, couple, smile.","(200,[21,27,64,102,105,143,185,187],[2.60568818844064,3.7316994512968646,3.6516567436233283,3.2208738275308737,0.6871770135734415,2.579019941358479,0.6871770135734415,2.60568818844064])",1.0
F098,"miracle, drug, confirmed, sources, decade, rich, social, medical, anyone","(200,[12,23,30,56,60,66,68,188],[4.137164559405029,1.350685111852877,4.270695952029551,2.7826188965997183,2.849310271098391,2.4324164671666035,3.3262343431887,0.6520856937621714])",0.0
F164,"immortal, jellyfish, confirmed, sources, argue, kitchen, note, for., mean","(200,[23,41,66,76,109,130,156,188],[0.6753425559264385,3.5085558999826545,2.4324164671666035,2.1561630905384455,7.3033134872466565,2.2847804683605393,3.2208738275308737,0.6520856937621714])",0.0
R050,"new, report, economic, growth, sense, day., part","(200,[42,47,105,120,140,144,185],[4.019381523748645,2.8844015909096608,0.6871770135734415,2.60568818844064,3.577548771469606,2.38796470459577,0.6871770135734415])",1.0
R249,"new, report, climate, change, area, modern, choose, manage","(200,[21,49,83,105,106,136,185,187],[2.60568818844064,3.172083663361442,3.914021008090819,0.6871770135734415,3.4440173788450834,3.8187108282864943,0.6871770135734415,2.60568818844064])",1.0
R093,"new, report, election, teach, everybody, writer, free, oil., view","(200,[73,93,105,106,122,132,161,185,190],[3.383392757028649,3.0385522707369192,0.6871770135734415,3.4440173788450834,3.172083663361442,2.409943611314545,3.914021008090819,0.6871770135734415,3.0811118851557153])",1.0
R131,"new, report, education, upon, condition, assume, area, term., economic","(200,[49,64,105,128,130,133,135,144,185],[3.172083663361442,3.6516567436233283,0.6871770135734415,2.8844015909096608,2.2847804683605393,3.3262343431887,3.4440173788450834,2.38796470459577,0.6871770135734415])",1.0
F107,"flat, earth, confirmed, sources, miss, figure, less, sign, although","(200,[23,71,76,110,118,156,179,188,195],[0.6753425559264385,3.172083663361442,2.1561630905384455,3.383392757028649,3.0385522707369192,3.2208738275308737,3.8187108282864943,0.6520856937621714,4.42484663185681])",0.0
F153,"hoax, confirmed, sources, including, gun, board., impact, happen","(200,[23,104,105,113,134,172,177,188],[0.6753425559264385,3.7316994512968646,0.6871770135734415,3.2721671219184243,3.6516567436233283,4.607168188650764,2.4324164671666035,0.6520856937621714])",0.0
F091,"flat, earth, confirmed, sources, various, work, something, leader, fire","(200,[23,26,47,76,118,126,127,188,191],[0.6753425559264385,3.5085558999826545,2.8844015909096608,2.1561630905384455,3.0385522707369192,3.6516567436233283,3.5085558999826545,0.6520856937621714,2.209272915852394])",0.0
R246,"new, report, economic, growth, care, nothing, everyone, tree., responsibility","(200,[92,93,102,105,110,120,144,157,185],[2.2847804683605393,3.0385522707369192,3.2208738275308737,0.6871770135734415,3.383392757028649,2.60568818844064,2.38796470459577,3.383392757028649,0.6871770135734415])",1.0
F004,"secret, cure, confirmed, sources, decide, realize, daughter., large","(200,[22,23,36,92,93,147,182,188],[3.8187108282864943,0.6753425559264385,4.137164559405029,2.2847804683605393,3.0385522707369192,2.2276220545205905,3.8187108282864943,0.6520856937621714])",0.0
F220,"celebrity, scandal, confirmed, sources, claim, easy, fight, often, democrat","(200,[7,23,34,86,121,126,137,160,188],[3.7316994512968646,0.6753425559264385,3.3262343431887,2.2276220545205905,2.4789364828014966,3.6516567436233283,3.8187108282864943,3.2721671219184243,0.6520856937621714])",0.0
F121,"hoax, confirmed, sources, executive, nature, enter, glass, attention.","(200,[3,11,23,35,132,166,177,188],[4.019381523748645,3.383392757028649,0.6753425559264385,3.3262343431887,2.409943611314545,3.5085558999826545,2.4324164671666035,0.6520856937621714])",0.0
F245,"mind, control, confirmed, sources, parent, give, environmental, expert, professional","(200,[8,23,27,114,132,155,183,184,188],[2.5530444549552183,0.6753425559264385,3.7316994512968646,4.019381523748645,2.409943611314545,4.607168188650764,3.914021008090819,2.60568818844064,0.6520856937621714])",0.0
R035,"new, report, climate, change, drive, fear, age, group, design.","(200,[21,25,105,113,125,166,185,187,191],[2.60568818844064,4.830311739964974,0.6871770135734415,3.2721671219184243,2.920769235080536,3.5085558999826545,0.6871770135734415,2.60568818844064,2.209272915852394])",1.0
R024,"new, report, education, current, long, tend, energy, man., part","(200,[10,46,104,105,107,130,140,185,189],[4.270695952029551,4.42484663185681,3.7316994512968646,0.6871770135734415,3.8187108282864943,2.2847804683605393,3.577548771469606,0.6871770135734415,3.6516567436233283])",1.0
F079,"miracle, drug, confirmed, sources, good, foot, buy, whole, me.","(200,[23,27,56,60,80,90,168,177,188],[0.6753425559264385,3.7316994512968646,2.7826188965997183,2.849310271098391,4.270695952029551,3.914021008090819,3.4440173788450834,2.4324164671666035,0.6520856937621714])",0.0
R094,"new, report, policy, edge, beat, hand., plant","(200,[44,78,105,121,142,169,185],[3.172083663361442,4.830311739964974,0.6871770135734415,2.4789364828014966,2.4324164671666035,4.42484663185681,0.6871770135734415])",1.0
R040,"new, report, policy, almost, return, almost, entire., list","(200,[35,56,105,128,142,166,185],[3.3262343431887,2.7826188965997183,0.6871770135734415,2.8844015909096608,2.4324164671666035,7.017111799965309,0.6871770135734415])",1.0
F170,"immortal, jellyfish, confirmed, sources, student, idea, usually, tonight.","(200,[23,66,76,136,158,184,188,190],[0.6753425559264385,2.4324164671666035,2.1561630905384455,3.8187108282864943,3.0811118851557153,2.60568818844064,0.6520856937621714,3.0811118851557153])",0.0
F130,"immortal, jellyfish, confirmed, sources, week, end, character, understand, fire","(200,[23,53,66,67,76,87,122,188,191],[0.6753425559264385,2.7200985396183848,2.4324164671666035,4.607168188650764,2.1561630905384455,3.172083663361442,3.172083663361442,0.6520856937621714,2.209272915852394])",0.0
R085,"new, report, economic, growth, sign, across, figure","(200,[74,105,110,120,144,156,185],[3.7316994512968646,0.6871770135734415,3.383392757028649,2.60568818844064,2.38796470459577,3.2208738275308737,0.6871770135734415])",1.0
R054,"new, report, budget, report, dog, series, agreement, paper","(200,[13,63,90,105,164,185,191],[2.6330871626287546,3.6516567436233283,3.914021008090819,1.374354027146883,3.7316994512968646,0.6871770135734415,2.209272915852394])",1.0
R047,"new, report, technology, breakthrough, enjoy, sing, imagine, effort","(200,[5,20,51,81,101,105,126,185],[2.8154087194227095,2.661258039595451,3.8187108282864943,2.3045830956567186,4.42484663185681,0.6871770135734415,3.6516567436233283,0.6871770135734415])",1.0
R199,"new, report, economic, growth, force, home, weight, reach., imagine","(200,[4,72,101,105,120,144,165,185,191],[3.3262343431887,4.830311739964974,4.42484663185681,0.6871770135734415,2.60568818844064,2.38796470459577,4.270695952029551,0.6871770135734415,2.209272915852394])",1.0
F062,"miracle, drug, confirmed, sources, explain, property, building, friend","(200,[23,52,56,60,88,133,141,188],[0.6753425559264385,3.172083663361442,2.7826188965997183,2.849310271098391,3.914021008090819,3.3262343431887,3.2208738275308737,0.6520856937621714])",0.0
R244,"new, report, technology, breakthrough, yard, wonder, stuff","(200,[20,24,81,105,122,123,185],[2.661258039595451,3.577548771469606,2.3045830956567186,0.6871770135734415,3.172083663361442,3.5085558999826545,0.6871770135734415])",1.0
R107,"new, report, election, defense, action, oil, result, short, eye","(200,[33,35,62,105,132,141,143,185,199],[3.2208738275308737,3.3262343431887,3.7316994512968646,0.6871770135734415,2.409943611314545,3.2208738275308737,2.579019941358479,0.6871770135734415,4.607168188650764])",1.0
F148,"aliens, confirmed, sources, realize, issue, parent, hope, keep., interest","(200,[0,16,23,50,70,132,167,182,188],[3.8187108282864943,3.2208738275308737,0.6753425559264385,2.661258039595451,3.6516567436233283,2.409943611314545,3.0385522707369192,3.8187108282864943,0.6520856937621714])",0.0
F023,"mind, control, confirmed, sources, structure, degree, already., politics, ever","(200,[8,23,87,143,181,184,188,194,196],[2.5530444549552183,0.6753425559264385,3.172083663361442,2.579019941358479,4.607168188650764,2.60568818844064,0.6520856937621714,3.5085558999826545,3.6516567436233283])",0.0
R075,"new, report, budget, report, entire, physical, watch, pick, value","(200,[3,24,49,105,108,172,185,191],[4.019381523748645,3.577548771469606,3.172083663361442,1.374354027146883,4.137164559405029,4.607168188650764,0.6871770135734415,2.209272915852394])",1.0
R220,"new, report, public, health, concern, remember, themselves., decision, beyond","(200,[5,53,85,100,105,168,170,185,193],[2.8154087194227095,2.7200985396183848,3.4440173788450834,4.270695952029551,0.6871770135734415,3.4440173788450834,2.8844015909096608,0.6871770135734415,3.7316994512968646])",1.0
R099,"new, report, economic, growth, nation, gun, capital., long, enjoy","(200,[5,14,101,104,105,113,120,144,185],[2.8154087194227095,3.2208738275308737,4.42484663185681,3.7316994512968646,0.6871770135734415,3.2721671219184243,2.60568818844064,2.38796470459577,0.6871770135734415])",1.0
F066,"flat, earth, confirmed, sources, beautiful, resource, kid, act, event","(200,[23,70,73,76,118,123,128,188],[0.6753425559264385,3.6516567436233283,3.383392757028649,2.1561630905384455,3.0385522707369192,3.5085558999826545,5.7688031818193215,0.6520856937621714])",0.0
F060,"flat, earth, confirmed, sources, involve, operation, onto, media","(200,[9,23,71,76,118,119,122,188],[3.3262343431887,0.6753425559264385,3.172083663361442,2.1561630905384455,3.0385522707369192,3.5085558999826545,3.172083663361442,0.6520856937621714])",0.0
F022,"government, cover-up, confirmed, sources, thought, determine, wide, heart., others","(200,[13,23,36,55,59,91,134,140,188],[2.6330871626287546,0.6753425559264385,4.137164559405029,3.7316994512968646,2.6330871626287546,3.383392757028649,3.6516567436233283,3.577548771469606,0.6520856937621714])",0.0
F127,"mind, control, confirmed, sources, reduce, television, music, board, real","(200,[8,23,54,91,113,159,170,184,188],[2.5530444549552183,0.6753425559264385,3.914021008090819,3.383392757028649,3.2721671219184243,3.8187108282864943,2.8844015909096608,2.60568818844064,0.6520856937621714])",0.0
R212,"new, report, education, player, mission, whether, democratic, sister, measure.","(200,[4,6,69,105,121,130,185,187],[3.3262343431887,6.888034757690167,3.914021008090819,0.6871770135734415,2.4789364828014966,2.2847804683605393,0.6871770135734415,2.60568818844064])",1.0
F119,"mind, control, confirmed, sources, offer, method, analysis, majority","(200,[8,15,23,44,96,158,184,188],[2.5530444549552183,3.172083663361442,0.6753425559264385,3.172083663361442,3.577548771469606,3.0811118851557153,2.60568818844064,0.6520856937621714])",0.0
F103,"hoax, confirmed, sources, local, page, drive, important, care, bit.","(200,[23,27,28,110,125,167,177,188,195],[0.6753425559264385,3.7316994512968646,4.42484663185681,3.383392757028649,2.920769235080536,3.0385522707369192,2.4324164671666035,0.6520856937621714,4.42484663185681])",0.0
F191,"mind, control, confirmed, sources, yet, computer, question, chance., image","(200,[8,23,37,103,144,147,151,184,188],[2.5530444549552183,0.6753425559264385,3.914021008090819,4.42484663185681,2.38796470459577,2.2276220545205905,3.8187108282864943,2.60568818844064,0.6520856937621714])",0.0
F002,"mind, control, confirmed, sources, foreign, wonder, accept","(200,[6,8,23,57,123,184,188],[3.4440173788450834,2.5530444549552183,0.6753425559264385,3.172083663361442,3.5085558999826545,2.60568818844064,0.6520856937621714])",0.0
R155,"new, report, election, vote, federal, among, data, crime, add.","(200,[14,33,95,105,131,132,144,162,185],[3.2208738275308737,3.2208738275308737,3.914021008090819,0.6871770135734415,3.6516567436233283,2.409943611314545,2.38796470459577,3.8187108282864943,0.6871770135734415])",1.0
R006,"new, report, technology, breakthrough, woman, owner, ground, hold., ahead","(200,[20,23,53,68,81,87,105,163,185],[2.661258039595451,0.6753425559264385,2.7200985396183848,3.3262343431887,2.3045830956567186,3.172083663361442,0.6871770135734415,3.4440173788450834,0.6871770135734415])",1.0
F086,"government, cover-up, confirmed, sources, instead, news, question, say, learn.","(200,[13,23,33,35,59,62,127,147,188],[2.6330871626287546,0.6753425559264385,3.2208738275308737,3.3262343431887,2.6330871626287546,3.7316994512968646,3.5085558999826545,2.2276220545205905,0.6520856937621714])",0.0
R168,"new, report, election, station, box, including, new, expect","(200,[15,91,105,122,132,134,185],[3.172083663361442,3.383392757028649,0.6871770135734415,3.172083663361442,2.409943611314545,3.6516567436233283,1.374354027146883])",1.0
R077,"new, report, public, health, attorney, wonder, smile, either, country","(200,[5,53,70,105,113,123,126,170,185],[2.8154087194227095,2.7200985396183848,3.6516567436233283,0.6871770135734415,3.2721671219184243,3.5085558999826545,3.6516567436233283,2.8844015909096608,0.6871770135734415])",1.0
F209,"hoax, confirmed, sources, former, thing, toward, ago, conference, prevent","(200,[23,52,57,96,160,177,188,194],[0.6753425559264385,3.172083663361442,6.344167326722884,3.577548771469606,3.2721671219184243,2.4324164671666035,0.6520856937621714,3.5085558999826545])",0.0
R236,"new, report, public, health, site, spend, present, source, sit","(200,[5,91,105,121,130,146,153,170,185],[2.8154087194227095,3.383392757028649,0.6871770135734415,2.4789364828014966,2.2847804683605393,3.0811118851557153,3.6516567436233283,2.8844015909096608,0.6871770135734415])",1.0
F186,"aliens, confirmed, sources, clear, receive","(200,[11,17,23,50,188],[3.383392757028649,2.997730276216664,0.6753425559264385,2.661258039595451,0.6520856937621714])",0.0
R243,"new, report, public, health, career, foot, support, lawyer, police.","(200,[5,17,21,90,105,130,170,185,191],[2.8154087194227095,2.997730276216664,2.60568818844064,3.914021008090819,0.6871770135734415,2.2847804683605393,2.8844015909096608,0.6871770135734415,2.209272915852394])",1.0
